name,inventory,min_price,max_price,current_price,rating,strategy,slug,product(fk),discount
Ring Spotlight Cam,171,11760,19440,16484,3,1,ring_spotlight_cam-0,1238,2956
Ring Spotlight Cam,313,10560,19980,15365,3,4,ring_spotlight_cam-1,1239,4615
Ring Spotlight Cam,824,11400,19980,15347,2,2,ring_spotlight_cam-2,1240,4633
Ring Spotlight Cam,812,11040,19080,14377,2,3,ring_spotlight_cam-3,1241,4703
Ring Spotlight Cam,998,10440,18180,12143,1,3,ring_spotlight_cam-4,1242,6037
Ring Spotlight Cam,577,10200,20160,17172,4,2,ring_spotlight_cam-5,1243,2988
Ring Spotlight Cam,411,11760,19440,16752,5,4,ring_spotlight_cam-6,1244,2688
Ring Spotlight Cam,931,11760,19440,13450,1,3,ring_spotlight_cam-7,1245,5990
Ring Spotlight Cam,144,11400,19260,14073,1,1,ring_spotlight_cam-8,1246,5187
Ring Spotlight Cam,727,10920,18720,16185,4,3,ring_spotlight_cam-9,1247,2535
Ring Spotlight Cam,588,10680,20340,16718,5,5,ring_spotlight_cam-10,1248,3622
Ring Spotlight Cam,243,11400,20520,16052,3,4,ring_spotlight_cam-11,1249,4468
Ring Spotlight Cam,315,10200,20160,13437,2,5,ring_spotlight_cam-12,1250,6723
Ring Spotlight Cam,228,10200,19080,13220,1,1,ring_spotlight_cam-13,1251,5860
Ring Spotlight Cam,349,11880,19980,14877,2,4,ring_spotlight_cam-14,1252,5103
Ring Spotlight Cam,394,11280,20340,17396,4,3,ring_spotlight_cam-15,1253,2944
Ring Spotlight Cam,148,10320,18360,14381,2,1,ring_spotlight_cam-16,1254,3979
Ring Spotlight Cam,662,11760,18180,13847,2,5,ring_spotlight_cam-17,1255,4333
Ring Spotlight Cam,528,11160,20160,14895,2,3,ring_spotlight_cam-18,1256,5265
Ring Spotlight Cam,257,10440,18720,15822,4,4,ring_spotlight_cam-19,1257,2898
Ring Spotlight Cam,46,11160,19620,16659,4,4,ring_spotlight_cam-20,1258,2961
Ring Spotlight Cam,59,11880,18180,15975,4,4,ring_spotlight_cam-21,1259,2205
Ring Spotlight Cam,886,10560,20160,14112,2,4,ring_spotlight_cam-22,1260,6048
TP-Link Kasa Smart Plug,221,1720,3270,2503,2,1,tplink_kasa_smart_plug-0,1261,767
TP-Link Kasa Smart Plug,283,1780,3450,2749,3,2,tplink_kasa_smart_plug-1,1262,701
TP-Link Kasa Smart Plug,311,1800,3120,2658,5,4,tplink_kasa_smart_plug-2,1263,462
TP-Link Kasa Smart Plug,307,1860,3300,2393,2,4,tplink_kasa_smart_plug-3,1264,907
TP-Link Kasa Smart Plug,563,1980,3240,2711,3,2,tplink_kasa_smart_plug-4,1265,529
TP-Link Kasa Smart Plug,427,1740,3090,2118,1,2,tplink_kasa_smart_plug-5,1266,972
TP-Link Kasa Smart Plug,270,1700,3030,2379,3,4,tplink_kasa_smart_plug-6,1267,651
TP-Link Kasa Smart Plug,436,1960,3330,2817,4,5,tplink_kasa_smart_plug-7,1268,513
TP-Link Kasa Smart Plug,848,1820,3090,2646,4,4,tplink_kasa_smart_plug-8,1269,444
TP-Link Kasa Smart Plug,103,1920,3150,2689,4,5,tplink_kasa_smart_plug-9,1270,461
TP-Link Kasa Smart Plug,960,1940,3150,2515,3,5,tplink_kasa_smart_plug-10,1271,635
TP-Link Kasa Smart Plug,524,1980,3390,3003,5,1,tplink_kasa_smart_plug-11,1272,387
TP-Link Kasa Smart Plug,387,1700,3360,2738,4,5,tplink_kasa_smart_plug-12,1273,622
TP-Link Kasa Smart Plug,532,1780,3330,2493,2,2,tplink_kasa_smart_plug-13,1274,837
TP-Link Kasa Smart Plug,62,1760,3270,2636,3,2,tplink_kasa_smart_plug-14,1275,634
TP-Link Kasa Smart Plug,269,1820,3120,2243,2,5,tplink_kasa_smart_plug-15,1276,877
TP-Link Kasa Smart Plug,997,1920,3330,2590,3,5,tplink_kasa_smart_plug-16,1277,740
TP-Link Kasa Smart Plug,517,1720,3090,2351,2,2,tplink_kasa_smart_plug-17,1278,739
TP-Link Kasa Smart Plug,545,1800,3180,2249,2,5,tplink_kasa_smart_plug-18,1279,931
TP-Link Kasa Smart Plug,477,1780,3240,1926,1,5,tplink_kasa_smart_plug-19,1280,1314
TP-Link Kasa Smart Plug,957,1940,3150,2757,4,3,tplink_kasa_smart_plug-20,1281,393
TP-Link Kasa Smart Plug,378,1860,3420,2508,2,3,tplink_kasa_smart_plug-21,1282,912
TP-Link Kasa Smart Plug,549,1760,3360,2880,5,2,tplink_kasa_smart_plug-22,1283,480
TP-Link Kasa Smart Plug,230,1760,3330,2483,2,2,tplink_kasa_smart_plug-23,1284,847
TP-Link Kasa Smart Plug,160,1900,3270,2037,1,5,tplink_kasa_smart_plug-24,1285,1233
TP-Link Kasa Smart Plug,555,1880,3450,2037,1,5,tplink_kasa_smart_plug-25,1286,1413
Amazon Echo Show 10 (3rd Gen),227,13350,25650,21345,4,4,amazon_echo_show_10_3rd_gen-0,1287,4305
Amazon Echo Show 10 (3rd Gen),129,14850,24750,20592,3,2,amazon_echo_show_10_3rd_gen-1,1288,4158
Amazon Echo Show 10 (3rd Gen),35,12900,23850,17445,2,3,amazon_echo_show_10_3rd_gen-2,1289,6405
Amazon Echo Show 10 (3rd Gen),654,12900,24975,20749,5,4,amazon_echo_show_10_3rd_gen-3,1290,4226
Amazon Echo Show 10 (3rd Gen),603,12900,23400,16785,2,4,amazon_echo_show_10_3rd_gen-4,1291,6615
Amazon Echo Show 10 (3rd Gen),904,12900,24075,21002,5,1,amazon_echo_show_10_3rd_gen-5,1292,3073
Amazon Echo Show 10 (3rd Gen),489,14850,25425,17811,1,2,amazon_echo_show_10_3rd_gen-6,1293,7614
Amazon Echo Show 10 (3rd Gen),686,14100,23625,17196,2,5,amazon_echo_show_10_3rd_gen-7,1294,6429
Amazon Echo Show 10 (3rd Gen),907,13650,23850,15894,1,3,amazon_echo_show_10_3rd_gen-8,1295,7956
Amazon Echo Show 10 (3rd Gen),671,12900,25875,21983,5,2,amazon_echo_show_10_3rd_gen-9,1296,3892
Amazon Echo Show 10 (3rd Gen),154,13800,25425,16358,1,3,amazon_echo_show_10_3rd_gen-10,1297,9067
Amazon Echo Show 10 (3rd Gen),746,13950,23400,18770,3,4,amazon_echo_show_10_3rd_gen-11,1298,4630
Amazon Echo Show 10 (3rd Gen),620,14100,23400,17123,2,5,amazon_echo_show_10_3rd_gen-12,1299,6277
Amazon Echo Show 10 (3rd Gen),855,12900,23625,17834,2,2,amazon_echo_show_10_3rd_gen-13,1300,5791
Amazon Echo Show 10 (3rd Gen),298,13950,22950,16875,2,5,amazon_echo_show_10_3rd_gen-14,1301,6075
Amazon Echo Show 10 (3rd Gen),137,13950,25425,21409,5,4,amazon_echo_show_10_3rd_gen-15,1302,4016
Amazon Echo Show 10 (3rd Gen),240,13800,23625,19155,3,3,amazon_echo_show_10_3rd_gen-16,1303,4470
Amazon Echo Show 10 (3rd Gen),854,14400,24525,17843,1,1,amazon_echo_show_10_3rd_gen-17,1304,6682
Amazon Echo Show 10 (3rd Gen),436,13500,24075,16937,2,5,amazon_echo_show_10_3rd_gen-18,1305,7138
Amazon Echo Show 10 (3rd Gen),534,12750,25200,19971,3,2,amazon_echo_show_10_3rd_gen-19,1306,5229
Amazon Echo Show 10 (3rd Gen),986,13350,25425,21803,4,2,amazon_echo_show_10_3rd_gen-20,1307,3622
Amazon Echo Show 10 (3rd Gen),813,14100,24300,15120,1,5,amazon_echo_show_10_3rd_gen-21,1308,9180
Amazon Echo Show 10 (3rd Gen),582,12750,23850,17357,2,3,amazon_echo_show_10_3rd_gen-22,1309,6493
Amazon Echo Show 10 (3rd Gen),855,14850,24750,18216,1,1,amazon_echo_show_10_3rd_gen-23,1310,6534
Amazon Echo Show 10 (3rd Gen),24,14850,25875,22568,4,2,amazon_echo_show_10_3rd_gen-24,1311,3307
Amazon Echo Show 10 (3rd Gen),108,12750,24975,21614,5,1,amazon_echo_show_10_3rd_gen-25,1312,3361
Arlo Pro 3 Security Camera,967,17100,27810,22509,2,1,arlo_pro_3_security_camera-0,1313,5301
Arlo Pro 3 Security Camera,564,17280,29430,20682,1,2,arlo_pro_3_security_camera-1,1314,8748
Arlo Pro 3 Security Camera,787,15840,31050,23065,3,5,arlo_pro_3_security_camera-2,1315,7985
Arlo Pro 3 Security Camera,634,17280,29970,26163,4,2,arlo_pro_3_security_camera-3,1316,3807
Arlo Pro 3 Security Camera,618,17820,28620,23706,3,3,arlo_pro_3_security_camera-4,1317,4914
Arlo Pro 3 Security Camera,337,15840,27270,19727,1,1,arlo_pro_3_security_camera-5,1318,7543
Arlo Pro 3 Security Camera,373,17820,29700,22216,2,4,arlo_pro_3_security_camera-6,1319,7484
Arlo Pro 3 Security Camera,615,15840,27540,18414,1,3,arlo_pro_3_security_camera-7,1320,9126
Arlo Pro 3 Security Camera,224,16740,27540,19116,1,3,arlo_pro_3_security_camera-8,1321,8424
Arlo Pro 3 Security Camera,680,17100,29700,19116,1,4,arlo_pro_3_security_camera-9,1322,10584
Arlo Pro 3 Security Camera,20,16740,28890,23787,3,2,arlo_pro_3_security_camera-10,1323,5103
Arlo Pro 3 Security Camera,741,17280,27270,19478,1,3,arlo_pro_3_security_camera-11,1324,7792
Arlo Pro 3 Security Camera,460,17820,28620,21492,1,1,arlo_pro_3_security_camera-12,1325,7128
Arlo Pro 3 Security Camera,786,15660,28890,22871,3,3,arlo_pro_3_security_camera-13,1326,6019
Arlo Pro 3 Security Camera,26,16380,28890,25137,4,2,arlo_pro_3_security_camera-14,1327,3753
Arlo Pro 3 Security Camera,518,15480,30510,21718,2,3,arlo_pro_3_security_camera-15,1328,8792
Arlo Pro 3 Security Camera,963,15660,28890,23797,3,1,arlo_pro_3_security_camera-16,1329,5093
Arlo Pro 3 Security Camera,696,15660,29970,19667,1,2,arlo_pro_3_security_camera-17,1330,10303
Arlo Pro 3 Security Camera,632,17100,27270,18117,1,5,arlo_pro_3_security_camera-18,1331,9153
Arlo Pro 3 Security Camera,194,15840,28350,24910,5,1,arlo_pro_3_security_camera-19,1332,3440
Arlo Pro 3 Security Camera,746,17820,27270,24672,5,1,arlo_pro_3_security_camera-20,1333,2598
Arlo Pro 3 Security Camera,344,17820,30780,23199,2,3,arlo_pro_3_security_camera-21,1334,7581
Arlo Pro 3 Security Camera,972,15660,29160,23963,3,1,arlo_pro_3_security_camera-22,1335,5197
Arlo Pro 3 Security Camera,507,16020,30240,23770,3,3,arlo_pro_3_security_camera-23,1336,6470
Arlo Pro 3 Security Camera,139,17820,28080,20693,1,2,arlo_pro_3_security_camera-24,1337,7387
Arlo Pro 3 Security Camera,195,15480,28080,24300,5,2,arlo_pro_3_security_camera-25,1338,3780
Wemo Smart Light Switch,134,2850,5085,4471,5,1,wemo_smart_light_switch-0,1339,614
Wemo Smart Light Switch,582,2700,4860,3305,1,2,wemo_smart_light_switch-1,1340,1555
Wemo Smart Light Switch,137,2700,4905,3516,2,4,wemo_smart_light_switch-2,1341,1389
Wemo Smart Light Switch,835,2550,4995,3969,3,2,wemo_smart_light_switch-3,1342,1026
Wemo Smart Light Switch,608,2790,4995,4147,3,1,wemo_smart_light_switch-4,1343,848
Wemo Smart Light Switch,591,2850,5175,3083,1,5,wemo_smart_light_switch-5,1344,2092
Wemo Smart Light Switch,181,2640,4950,4142,5,4,wemo_smart_light_switch-6,1345,808
Wemo Smart Light Switch,495,2640,4545,3431,2,3,wemo_smart_light_switch-7,1346,1114
Wemo Smart Light Switch,982,2790,4725,3681,2,2,wemo_smart_light_switch-8,1347,1044
Wemo Smart Light Switch,659,2820,4725,4059,5,4,wemo_smart_light_switch-9,1348,666
Wemo Smart Light Switch,136,2730,5040,3100,1,4,wemo_smart_light_switch-10,1349,1940
Wemo Smart Light Switch,558,2970,4545,3411,1,2,wemo_smart_light_switch-11,1350,1134
Wemo Smart Light Switch,346,2700,4815,3420,1,1,wemo_smart_light_switch-12,1351,1395
Wemo Smart Light Switch,346,2790,4770,4077,5,4,wemo_smart_light_switch-13,1352,693
Wemo Smart Light Switch,191,2700,4860,4158,4,3,wemo_smart_light_switch-14,1353,702
Wemo Smart Light Switch,700,2730,4860,4168,5,3,wemo_smart_light_switch-15,1354,692
Wemo Smart Light Switch,147,2880,5085,4424,5,2,wemo_smart_light_switch-16,1355,661
Wemo Smart Light Switch,334,2550,4815,3943,3,1,wemo_smart_light_switch-17,1356,872
Wemo Smart Light Switch,464,2820,5175,3480,1,2,wemo_smart_light_switch-18,1357,1695
Wemo Smart Light Switch,147,2730,4770,3393,2,5,wemo_smart_light_switch-19,1358,1377
Wemo Smart Light Switch,215,2940,4680,3506,2,5,wemo_smart_light_switch-20,1359,1174
Wemo Smart Light Switch,839,2790,4815,4208,4,2,wemo_smart_light_switch-21,1360,607
Wemo Smart Light Switch,508,2970,4590,3327,1,3,wemo_smart_light_switch-22,1361,1263
Wemo Smart Light Switch,361,2820,5040,4430,4,1,wemo_smart_light_switch-23,1362,610
Wemo Smart Light Switch,768,2910,5040,4455,5,1,wemo_smart_light_switch-24,1363,585
Wemo Smart Light Switch,785,2640,4545,3831,4,5,wemo_smart_light_switch-25,1364,714
Google Nest Protect Smoke Detector,778,7600,13320,10318,3,5,google_nest_protect_smoke_detector-0,1365,3002
Google Nest Protect Smoke Detector,418,7600,12600,10125,2,1,google_nest_protect_smoke_detector-1,1366,2475
Google Nest Protect Smoke Detector,818,7280,13680,11280,5,5,google_nest_protect_smoke_detector-2,1367,2400
Google Nest Protect Smoke Detector,125,7120,12960,9807,2,2,google_nest_protect_smoke_detector-3,1368,3153
Google Nest Protect Smoke Detector,639,7200,13680,10473,2,1,google_nest_protect_smoke_detector-4,1369,3207
Google Nest Protect Smoke Detector,180,7440,13080,11247,5,3,google_nest_protect_smoke_detector-5,1370,1833
Google Nest Protect Smoke Detector,405,7600,13800,11785,4,3,google_nest_protect_smoke_detector-6,1371,2015
Google Nest Protect Smoke Detector,378,7840,12960,10272,3,5,google_nest_protect_smoke_detector-7,1372,2688
Google Nest Protect Smoke Detector,130,7120,12240,10090,3,2,google_nest_protect_smoke_detector-8,1373,2150
Google Nest Protect Smoke Detector,304,7840,12720,9500,1,1,google_nest_protect_smoke_detector-9,1374,3220
Google Nest Protect Smoke Detector,674,7840,12120,10023,3,4,google_nest_protect_smoke_detector-10,1375,2097
Google Nest Protect Smoke Detector,546,7280,12720,10055,3,4,google_nest_protect_smoke_detector-11,1376,2665
Google Nest Protect Smoke Detector,638,7600,12720,10212,3,4,google_nest_protect_smoke_detector-12,1377,2508
Google Nest Protect Smoke Detector,481,7280,13560,11205,4,5,google_nest_protect_smoke_detector-13,1378,2355
Google Nest Protect Smoke Detector,734,7920,13320,10486,3,5,google_nest_protect_smoke_detector-14,1379,2834
Google Nest Protect Smoke Detector,896,7760,12720,8256,1,5,google_nest_protect_smoke_detector-15,1380,4464
Google Nest Protect Smoke Detector,470,7280,13560,11205,4,5,google_nest_protect_smoke_detector-16,1381,2355
Google Nest Protect Smoke Detector,233,7040,13200,10613,3,2,google_nest_protect_smoke_detector-17,1382,2587
Google Nest Protect Smoke Detector,931,6880,12960,9404,2,3,google_nest_protect_smoke_detector-18,1383,3556
Google Nest Protect Smoke Detector,606,7120,13320,10282,3,4,google_nest_protect_smoke_detector-19,1384,3038
Google Nest Protect Smoke Detector,150,7600,12600,11100,4,2,google_nest_protect_smoke_detector-20,1385,1500
Google Nest Protect Smoke Detector,940,7920,12960,9634,1,1,google_nest_protect_smoke_detector-21,1386,3326
Google Nest Protect Smoke Detector,334,7680,12120,10788,4,2,google_nest_protect_smoke_detector-22,1387,1332
Google Nest Protect Smoke Detector,832,7360,12120,7836,1,5,google_nest_protect_smoke_detector-23,1388,4284
Sonos One Smart Speaker,904,11880,19440,17361,5,1,sonos_one_smart_speaker-0,1389,2079
Sonos One Smart Speaker,337,10920,19260,13756,1,1,sonos_one_smart_speaker-1,1390,5504
Sonos One Smart Speaker,908,11760,19980,17720,5,1,sonos_one_smart_speaker-2,1391,2260
Sonos One Smart Speaker,845,10920,18180,16184,4,1,sonos_one_smart_speaker-3,1392,1996
Sonos One Smart Speaker,492,10800,19260,13169,1,2,sonos_one_smart_speaker-4,1393,6091
Sonos One Smart Speaker,151,10680,19620,15240,3,4,sonos_one_smart_speaker-5,1394,4380
Sonos One Smart Speaker,48,10920,18720,16185,4,3,sonos_one_smart_speaker-6,1395,2535
Sonos One Smart Speaker,738,11280,20340,17169,4,4,sonos_one_smart_speaker-7,1396,3171
Sonos One Smart Speaker,550,10200,19260,16769,4,1,sonos_one_smart_speaker-8,1397,2491
Sonos One Smart Speaker,699,10560,19800,16335,5,5,sonos_one_smart_speaker-9,1398,3465
Sonos One Smart Speaker,925,10560,18900,16607,4,1,sonos_one_smart_speaker-10,1399,2293
Sonos One Smart Speaker,45,10920,19080,15041,2,1,sonos_one_smart_speaker-11,1400,4039
Sonos One Smart Speaker,625,11040,19620,16832,5,3,sonos_one_smart_speaker-12,1401,2788
Sonos One Smart Speaker,672,11160,18720,11916,1,5,sonos_one_smart_speaker-13,1402,6804
Sonos One Smart Speaker,224,11280,20340,17849,4,1,sonos_one_smart_speaker-14,1403,2491
Sonos One Smart Speaker,230,11160,19260,17033,4,1,sonos_one_smart_speaker-15,1404,2227
Sonos One Smart Speaker,464,11160,19440,12485,1,4,sonos_one_smart_speaker-16,1405,6955
Sonos One Smart Speaker,245,11880,19620,14744,2,4,sonos_one_smart_speaker-17,1406,4876
Sonos One Smart Speaker,662,11760,20700,13727,1,3,sonos_one_smart_speaker-18,1407,6973
Sonos One Smart Speaker,982,11640,20700,13634,1,3,sonos_one_smart_speaker-19,1408,7066
Sonos One Smart Speaker,593,10320,20340,14930,2,2,sonos_one_smart_speaker-20,1409,5410
Sonos One Smart Speaker,751,11520,18180,16182,4,2,sonos_one_smart_speaker-21,1410,1998
Sonos One Smart Speaker,458,11520,19080,16623,4,3,sonos_one_smart_speaker-22,1411,2457
Sonos One Smart Speaker,578,11160,19620,13022,1,3,sonos_one_smart_speaker-23,1412,6598
Eufy RoboVac 11S Robot Vacuum,436,21250,39000,28617,2,3,eufy_robovac_11s_robot_vacuum-0,1413,10383
Eufy RoboVac 11S Robot Vacuum,746,23750,41625,31169,2,3,eufy_robovac_11s_robot_vacuum-1,1414,10456
Eufy RoboVac 11S Robot Vacuum,244,22500,42000,26790,1,3,eufy_robovac_11s_robot_vacuum-2,1415,15210
Eufy RoboVac 11S Robot Vacuum,331,24000,41625,34840,3,1,eufy_robovac_11s_robot_vacuum-3,1416,6785
Eufy RoboVac 11S Robot Vacuum,416,21250,40125,24270,1,4,eufy_robovac_11s_robot_vacuum-4,1417,15855
Eufy RoboVac 11S Robot Vacuum,528,24000,40125,35691,5,1,eufy_robovac_11s_robot_vacuum-5,1418,4434
Eufy RoboVac 11S Robot Vacuum,652,22750,38625,33863,4,2,eufy_robovac_11s_robot_vacuum-6,1419,4762
Eufy RoboVac 11S Robot Vacuum,978,22000,40500,30788,3,5,eufy_robovac_11s_robot_vacuum-7,1420,9712
Eufy RoboVac 11S Robot Vacuum,584,24500,38625,32693,3,2,eufy_robovac_11s_robot_vacuum-8,1421,5932
Eufy RoboVac 11S Robot Vacuum,992,21750,38250,27855,2,4,eufy_robovac_11s_robot_vacuum-9,1422,10395
Eufy RoboVac 11S Robot Vacuum,84,23500,40125,30400,2,3,eufy_robovac_11s_robot_vacuum-10,1423,9725
Eufy RoboVac 11S Robot Vacuum,83,24250,41625,34936,3,1,eufy_robovac_11s_robot_vacuum-11,1424,6689
Eufy RoboVac 11S Robot Vacuum,675,23000,42750,37319,5,1,eufy_robovac_11s_robot_vacuum-12,1425,5431
Eufy RoboVac 11S Robot Vacuum,334,24250,42000,36232,4,3,eufy_robovac_11s_robot_vacuum-13,1426,5768
Eufy RoboVac 11S Robot Vacuum,841,23750,38250,31073,2,1,eufy_robovac_11s_robot_vacuum-14,1427,7177
Eufy RoboVac 11S Robot Vacuum,646,22750,39750,35075,5,1,eufy_robovac_11s_robot_vacuum-15,1428,4675
Eufy RoboVac 11S Robot Vacuum,211,22250,42000,34594,4,5,eufy_robovac_11s_robot_vacuum-16,1429,7406
Eufy RoboVac 11S Robot Vacuum,26,21250,41625,23288,1,5,eufy_robovac_11s_robot_vacuum-17,1430,18337
Eufy RoboVac 11S Robot Vacuum,759,23000,40125,34560,4,3,eufy_robovac_11s_robot_vacuum-18,1431,5565
Eufy RoboVac 11S Robot Vacuum,48,23000,40125,32933,3,2,eufy_robovac_11s_robot_vacuum-19,1432,7192
Eufy RoboVac 11S Robot Vacuum,784,24000,41625,33606,3,3,eufy_robovac_11s_robot_vacuum-20,1433,8019
Eufy RoboVac 11S Robot Vacuum,545,21750,41625,31787,2,1,eufy_robovac_11s_robot_vacuum-21,1434,9838
Eufy RoboVac 11S Robot Vacuum,655,24250,43125,37463,5,2,eufy_robovac_11s_robot_vacuum-22,1435,5662
Eufy RoboVac 11S Robot Vacuum,459,21250,40500,23175,1,5,eufy_robovac_11s_robot_vacuum-23,1436,17325
Apple MacBook Pro (13-inch),205,82800,144450,122873,4,4,apple_macbook_pro_13inch-0,1437,21577
Apple MacBook Pro (13-inch),79,87300,151200,117653,3,5,apple_macbook_pro_13inch-1,1438,33547
Apple MacBook Pro (13-inch),460,87300,153900,133920,5,2,apple_macbook_pro_13inch-2,1439,19980
Apple MacBook Pro (13-inch),381,86400,151200,108432,1,1,apple_macbook_pro_13inch-3,1440,42768
Apple MacBook Pro (13-inch),180,85500,147150,124032,4,5,apple_macbook_pro_13inch-4,1441,23118
Apple MacBook Pro (13-inch),220,83700,137700,106110,2,3,apple_macbook_pro_13inch-5,1442,31590
Apple MacBook Pro (13-inch),315,87300,139050,124819,4,1,apple_macbook_pro_13inch-6,1443,14231
Apple MacBook Pro (13-inch),557,85500,144450,94932,1,4,apple_macbook_pro_13inch-7,1444,49518
Apple MacBook Pro (13-inch),475,89100,144450,125078,5,4,apple_macbook_pro_13inch-8,1445,19372
Apple MacBook Pro (13-inch),725,81000,137700,99428,2,5,apple_macbook_pro_13inch-9,1446,38272
Apple MacBook Pro (13-inch),660,84600,147150,123069,3,1,apple_macbook_pro_13inch-10,1447,24081
Apple MacBook Pro (13-inch),307,87300,145800,119183,3,3,apple_macbook_pro_13inch-11,1448,26617
Apple MacBook Pro (13-inch),809,89100,139050,119820,3,1,apple_macbook_pro_13inch-12,1449,19230
Apple MacBook Pro (13-inch),268,78300,152550,90180,1,4,apple_macbook_pro_13inch-13,1450,62370
Apple MacBook Pro (13-inch),850,81000,143100,98388,1,2,apple_macbook_pro_13inch-14,1451,44712
Apple MacBook Pro (13-inch),79,78300,140400,117113,5,5,apple_macbook_pro_13inch-15,1452,23287
Apple MacBook Pro (13-inch),31,79200,136350,98631,1,1,apple_macbook_pro_13inch-16,1453,37719
Apple MacBook Pro (13-inch),394,86400,141750,98577,1,3,apple_macbook_pro_13inch-17,1454,43173
Apple MacBook Pro (13-inch),72,76500,139050,115594,5,5,apple_macbook_pro_13inch-18,1455,23456
Apple MacBook Pro (13-inch),381,82800,144450,124414,4,3,apple_macbook_pro_13inch-19,1456,20036
Apple MacBook Pro (13-inch),787,84600,152550,133864,4,1,apple_macbook_pro_13inch-20,1457,18686
Apple MacBook Pro (13-inch),50,78300,139050,117788,5,4,apple_macbook_pro_13inch-21,1458,21262
Apple MacBook Pro (13-inch),459,89100,139050,103086,1,2,apple_macbook_pro_13inch-22,1459,35964
Apple MacBook Pro (13-inch),399,82800,149850,124036,3,1,apple_macbook_pro_13inch-23,1460,25814
Apple MacBook Pro (13-inch),356,86400,141750,104389,2,5,apple_macbook_pro_13inch-24,1461,37361
Apple MacBook Pro (13-inch),138,79200,145800,122490,5,4,apple_macbook_pro_13inch-25,1462,23310
Apple MacBook Pro (13-inch),167,76500,151200,119826,3,2,apple_macbook_pro_13inch-26,1463,31374
Dell XPS 13,219,65100,116550,101115,5,2,dell_xps_13-0,1464,15435
Dell XPS 13,234,60900,116550,91230,3,3,dell_xps_13-1,1465,25320
Dell XPS 13,519,60900,119700,77364,1,2,dell_xps_13-2,1466,42336
Dell XPS 13,77,68600,107100,89583,3,3,dell_xps_13-3,1467,17517
Dell XPS 13,992,65800,119700,104878,5,1,dell_xps_13-4,1468,14822
Dell XPS 13,290,69300,116550,91744,3,5,dell_xps_13-5,1469,24806
Dell XPS 13,633,65800,110250,70245,1,5,dell_xps_13-6,1470,40005
Dell XPS 13,679,60200,117600,101815,4,1,dell_xps_13-7,1471,15785
Dell XPS 13,270,67900,113400,97475,4,4,dell_xps_13-8,1472,15925
Dell XPS 13,901,63000,115500,95288,3,1,dell_xps_13-9,1473,20212
Dell XPS 13,663,65800,114450,88179,2,2,dell_xps_13-10,1474,26271
Dell XPS 13,485,62300,116550,98919,4,3,dell_xps_13-11,1475,17631
Dell XPS 13,156,63000,119700,95886,3,2,dell_xps_13-12,1476,23814
Dell XPS 13,577,67900,111300,96110,5,4,dell_xps_13-13,1477,15190
Dell XPS 13,970,67200,112350,81874,2,5,dell_xps_13-14,1478,30476
Dell XPS 13,729,60200,110250,95235,5,2,dell_xps_13-15,1479,15015
Dell XPS 13,137,59500,112350,79055,2,4,dell_xps_13-16,1480,33295
Dell XPS 13,660,59500,116550,86599,3,5,dell_xps_13-17,1481,29951
Dell XPS 13,135,63000,113400,98280,4,2,dell_xps_13-18,1482,15120
Dell XPS 13,191,65100,117600,79800,1,2,dell_xps_13-19,1483,37800
Dell XPS 13,247,63000,118650,89434,3,5,dell_xps_13-20,1484,29216
Dell XPS 13,582,65100,106050,87418,3,3,dell_xps_13-21,1485,18632
Dell XPS 13,784,61600,117600,73920,1,3,dell_xps_13-22,1486,43680
Dell XPS 13,217,69300,119700,77364,1,4,dell_xps_13-23,1487,42336
HP Spectre x360,643,68800,128400,88170,2,5,hp_spectre_x360-0,1488,40230
HP Spectre x360,530,78400,130800,116390,5,1,hp_spectre_x360-1,1489,14410
HP Spectre x360,965,72000,134400,89472,1,2,hp_spectre_x360-2,1490,44928
HP Spectre x360,843,75200,138000,120730,5,1,hp_spectre_x360-3,1491,17270
HP Spectre x360,995,78400,133200,104430,3,5,hp_spectre_x360-4,1492,28770
HP Spectre x360,121,76000,127200,102112,3,4,hp_spectre_x360-5,1493,25088
HP Spectre x360,515,76800,129600,88416,1,3,hp_spectre_x360-6,1494,41184
HP Spectre x360,108,68000,130800,108820,4,4,hp_spectre_x360-7,1495,21980
HP Spectre x360,318,76000,121200,102216,3,2,hp_spectre_x360-8,1496,18984
HP Spectre x360,896,73600,126000,110280,5,2,hp_spectre_x360-9,1497,15720
HP Spectre x360,82,69600,133200,110940,5,4,hp_spectre_x360-10,1498,22260
HP Spectre x360,125,74400,130800,115290,4,1,hp_spectre_x360-11,1499,15510
HP Spectre x360,700,70400,133200,104626,3,3,hp_spectre_x360-12,1500,28574
HP Spectre x360,412,75200,130800,103556,3,4,hp_spectre_x360-13,1501,27244
HP Spectre x360,398,79200,132000,117480,4,1,hp_spectre_x360-14,1502,14520
HP Spectre x360,826,68000,136800,110312,3,1,hp_spectre_x360-15,1503,26488
HP Spectre x360,128,69600,138000,97986,2,3,hp_spectre_x360-16,1504,40014
HP Spectre x360,994,76800,134400,117120,5,2,hp_spectre_x360-17,1505,17280
HP Spectre x360,540,72000,133200,113310,4,3,hp_spectre_x360-18,1506,19890
HP Spectre x360,366,79200,134400,109284,3,3,hp_spectre_x360-19,1507,25116
HP Spectre x360,301,69600,134400,96492,2,3,hp_spectre_x360-20,1508,37908
HP Spectre x360,51,68000,124800,107760,4,2,hp_spectre_x360-21,1509,17040
HP Spectre x360,260,77600,135600,93840,1,2,hp_spectre_x360-22,1510,41760
