name,inventory,min_price,max_price,current_price,rating,strategy,slug,product(fk)
Wyze Cam Pan,932,5760,9900,6825,3,2,wyze-cam-pan-25,1269
Wyze Cam Pan,449,5820,10080,7125,5,5,wyze-cam-pan-26,1270
Wyze Cam Pan,688,5700,9900,7200,3,5,wyze-cam-pan-27,1271
Wyze Cam Pan,234,5280,10350,7275,3,3,wyze-cam-pan-28,1272
Wyze Cam Pan,954,5520,10080,6900,2,4,wyze-cam-pan-29,1273
Roomba i7+ Robot Vacuum,260,56400,94500,72000,1,3,roomba-i7+-robot-vacuum-0,1274
Roomba i7+ Robot Vacuum,400,54600,92700,74250,1,4,roomba-i7+-robot-vacuum-1,1275
Roomba i7+ Robot Vacuum,80,55800,90900,71250,3,4,roomba-i7+-robot-vacuum-2,1276
Roomba i7+ Robot Vacuum,66,59400,95400,69000,5,0,roomba-i7+-robot-vacuum-3,1277
Roomba i7+ Robot Vacuum,760,51600,95400,64500,3,3,roomba-i7+-robot-vacuum-4,1278
Roomba i7+ Robot Vacuum,491,57000,94500,72000,3,0,roomba-i7+-robot-vacuum-5,1279
Roomba i7+ Robot Vacuum,221,52800,99000,63750,3,0,roomba-i7+-robot-vacuum-6,1280
Roomba i7+ Robot Vacuum,533,54000,97200,71250,5,4,roomba-i7+-robot-vacuum-7,1281
Roomba i7+ Robot Vacuum,595,58800,94500,65250,3,1,roomba-i7+-robot-vacuum-8,1282
Roomba i7+ Robot Vacuum,176,55800,101700,69000,5,4,roomba-i7+-robot-vacuum-9,1283
Roomba i7+ Robot Vacuum,865,52800,102600,72750,1,5,roomba-i7+-robot-vacuum-10,1284
Roomba i7+ Robot Vacuum,127,56400,95400,72000,4,3,roomba-i7+-robot-vacuum-11,1285
Roomba i7+ Robot Vacuum,295,58800,101700,74250,5,0,roomba-i7+-robot-vacuum-12,1286
Roomba i7+ Robot Vacuum,581,51600,99000,72000,5,4,roomba-i7+-robot-vacuum-13,1287
Roomba i7+ Robot Vacuum,152,52800,97200,72750,1,5,roomba-i7+-robot-vacuum-14,1288
Roomba i7+ Robot Vacuum,568,52200,102600,69750,4,3,roomba-i7+-robot-vacuum-15,1289
Roomba i7+ Robot Vacuum,23,51600,103500,66000,2,4,roomba-i7+-robot-vacuum-16,1290
Roomba i7+ Robot Vacuum,941,55200,103500,67500,1,0,roomba-i7+-robot-vacuum-17,1291
Roomba i7+ Robot Vacuum,683,51000,96300,72000,3,5,roomba-i7+-robot-vacuum-18,1292
Roomba i7+ Robot Vacuum,564,52200,95400,64500,5,4,roomba-i7+-robot-vacuum-19,1293
Roomba i7+ Robot Vacuum,431,57600,99900,66750,5,5,roomba-i7+-robot-vacuum-20,1294
Roomba i7+ Robot Vacuum,724,55200,101700,69750,2,1,roomba-i7+-robot-vacuum-21,1295
Roomba i7+ Robot Vacuum,641,52800,101700,73500,3,3,roomba-i7+-robot-vacuum-22,1296
Roomba i7+ Robot Vacuum,711,51000,90900,72000,4,0,roomba-i7+-robot-vacuum-23,1297
Roomba i7+ Robot Vacuum,277,54600,96300,66000,5,3,roomba-i7+-robot-vacuum-24,1298
Roomba i7+ Robot Vacuum,645,55200,102600,69750,5,0,roomba-i7+-robot-vacuum-25,1299
Roomba i7+ Robot Vacuum,962,52800,100800,69750,5,0,roomba-i7+-robot-vacuum-26,1300
Nest Learning Thermostat,943,9300,15150,11875,5,0,nest-learning-thermostat-0,1301
Nest Learning Thermostat,625,9600,17100,11250,5,0,nest-learning-thermostat-1,1302
Nest Learning Thermostat,679,9100,15150,11000,1,3,nest-learning-thermostat-2,1303
Nest Learning Thermostat,32,9700,15900,12000,3,0,nest-learning-thermostat-3,1304
Nest Learning Thermostat,362,9400,15450,11625,1,5,nest-learning-thermostat-4,1305
Nest Learning Thermostat,894,9600,15900,11125,3,4,nest-learning-thermostat-5,1306
Nest Learning Thermostat,243,8800,17100,11750,2,4,nest-learning-thermostat-6,1307
Nest Learning Thermostat,750,9200,16800,12250,5,1,nest-learning-thermostat-7,1308
Nest Learning Thermostat,100,8600,16350,11625,4,5,nest-learning-thermostat-8,1309
Nest Learning Thermostat,92,9200,16500,10750,2,1,nest-learning-thermostat-9,1310
Nest Learning Thermostat,414,9000,16350,11375,3,0,nest-learning-thermostat-10,1311
Nest Learning Thermostat,956,8600,15750,11000,1,5,nest-learning-thermostat-11,1312
Nest Learning Thermostat,627,8600,15900,11125,3,2,nest-learning-thermostat-12,1313
Nest Learning Thermostat,898,8700,16500,10750,2,5,nest-learning-thermostat-13,1314
Nest Learning Thermostat,739,9900,15900,11500,4,5,nest-learning-thermostat-14,1315
Nest Learning Thermostat,515,8800,16800,12250,4,4,nest-learning-thermostat-15,1316
Nest Learning Thermostat,826,9100,15450,11750,1,1,nest-learning-thermostat-16,1317
Nest Learning Thermostat,811,9000,15600,11625,1,0,nest-learning-thermostat-17,1318
Nest Learning Thermostat,848,9100,15600,12250,5,5,nest-learning-thermostat-18,1319
Nest Learning Thermostat,554,9900,15450,12000,4,2,nest-learning-thermostat-19,1320
Nest Learning Thermostat,754,9200,15300,11750,1,0,nest-learning-thermostat-20,1321
Nest Learning Thermostat,577,8600,15450,12000,3,2,nest-learning-thermostat-21,1322
Ring Spotlight Cam,950,10920,19620,14100,2,0,ring-spotlight-cam-0,1323
Ring Spotlight Cam,586,11520,20700,13050,4,1,ring-spotlight-cam-1,1324
Ring Spotlight Cam,712,10560,19980,14850,3,3,ring-spotlight-cam-2,1325
Ring Spotlight Cam,188,11760,20520,13800,5,0,ring-spotlight-cam-3,1326
Ring Spotlight Cam,64,11880,19440,13350,4,4,ring-spotlight-cam-4,1327
Ring Spotlight Cam,54,10320,20700,14850,3,3,ring-spotlight-cam-5,1328
Ring Spotlight Cam,299,10440,18900,13950,2,1,ring-spotlight-cam-6,1329
Ring Spotlight Cam,702,11040,18720,14100,3,0,ring-spotlight-cam-7,1330
Ring Spotlight Cam,779,11400,18360,12750,2,1,ring-spotlight-cam-8,1331
Ring Spotlight Cam,989,11280,19620,13200,2,5,ring-spotlight-cam-9,1332
Ring Spotlight Cam,153,11760,20340,12750,1,1,ring-spotlight-cam-10,1333
Ring Spotlight Cam,386,11400,20340,13350,2,3,ring-spotlight-cam-11,1334
Ring Spotlight Cam,256,11400,18720,14100,4,2,ring-spotlight-cam-12,1335
Ring Spotlight Cam,665,10800,18900,14100,3,3,ring-spotlight-cam-13,1336
Ring Spotlight Cam,34,10320,19620,13650,2,3,ring-spotlight-cam-14,1337
Ring Spotlight Cam,840,11400,19620,14100,5,1,ring-spotlight-cam-15,1338
Ring Spotlight Cam,431,10800,18360,13800,4,1,ring-spotlight-cam-16,1339
Ring Spotlight Cam,455,11760,19620,13800,5,1,ring-spotlight-cam-17,1340
Ring Spotlight Cam,238,10560,19080,14400,1,2,ring-spotlight-cam-18,1341
Ring Spotlight Cam,608,11520,20160,14550,2,2,ring-spotlight-cam-19,1342
Ring Spotlight Cam,242,11760,19260,13500,1,0,ring-spotlight-cam-20,1343
Ring Spotlight Cam,645,11760,19440,12750,5,3,ring-spotlight-cam-21,1344
Ring Spotlight Cam,306,11640,18720,14100,2,5,ring-spotlight-cam-22,1345
Ring Spotlight Cam,975,10320,19440,14550,3,0,ring-spotlight-cam-23,1346
TP-Link Kasa Smart Plug,705,1740,3240,2450,2,1,tp-link-kasa-smart-plug-0,1347
TP-Link Kasa Smart Plug,998,1840,3030,2400,1,4,tp-link-kasa-smart-plug-1,1348
TP-Link Kasa Smart Plug,156,1940,3450,2275,5,1,tp-link-kasa-smart-plug-2,1349
TP-Link Kasa Smart Plug,798,1920,3300,2225,5,1,tp-link-kasa-smart-plug-3,1350
TP-Link Kasa Smart Plug,395,1820,3120,2200,3,1,tp-link-kasa-smart-plug-4,1351
TP-Link Kasa Smart Plug,921,1940,3390,2475,5,2,tp-link-kasa-smart-plug-5,1352
TP-Link Kasa Smart Plug,305,1900,3330,2325,5,5,tp-link-kasa-smart-plug-6,1353
TP-Link Kasa Smart Plug,539,1780,3390,2425,4,0,tp-link-kasa-smart-plug-7,1354
TP-Link Kasa Smart Plug,215,1760,3240,2125,3,4,tp-link-kasa-smart-plug-8,1355
TP-Link Kasa Smart Plug,845,1960,3180,2175,2,2,tp-link-kasa-smart-plug-9,1356
TP-Link Kasa Smart Plug,132,1980,3090,2400,1,4,tp-link-kasa-smart-plug-10,1357
TP-Link Kasa Smart Plug,730,1980,3390,2300,5,0,tp-link-kasa-smart-plug-11,1358
TP-Link Kasa Smart Plug,333,1940,3390,2300,2,0,tp-link-kasa-smart-plug-12,1359
TP-Link Kasa Smart Plug,554,1920,3180,2400,2,0,tp-link-kasa-smart-plug-13,1360
TP-Link Kasa Smart Plug,425,1760,3450,2375,4,3,tp-link-kasa-smart-plug-14,1361
TP-Link Kasa Smart Plug,497,1900,3360,2250,5,3,tp-link-kasa-smart-plug-15,1362
TP-Link Kasa Smart Plug,771,1880,3270,2400,2,2,tp-link-kasa-smart-plug-16,1363
TP-Link Kasa Smart Plug,405,1860,3270,2125,1,2,tp-link-kasa-smart-plug-17,1364
TP-Link Kasa Smart Plug,492,1960,3090,2200,3,4,tp-link-kasa-smart-plug-18,1365
TP-Link Kasa Smart Plug,955,1860,3060,2350,3,4,tp-link-kasa-smart-plug-19,1366
TP-Link Kasa Smart Plug,247,1880,3060,2300,2,5,tp-link-kasa-smart-plug-20,1367
TP-Link Kasa Smart Plug,103,1740,3300,2475,1,0,tp-link-kasa-smart-plug-21,1368
Amazon Echo Show 10 (3rd Gen),159,12750,25425,16313,1,5,amazon-echo-show-10-(3rd-gen)-0,1369
Amazon Echo Show 10 (3rd Gen),173,13800,23850,18188,1,0,amazon-echo-show-10-(3rd-gen)-1,1370
Amazon Echo Show 10 (3rd Gen),393,13050,23850,17625,4,5,amazon-echo-show-10-(3rd-gen)-2,1371
Amazon Echo Show 10 (3rd Gen),87,14550,24750,17250,1,2,amazon-echo-show-10-(3rd-gen)-3,1372
Amazon Echo Show 10 (3rd Gen),820,12750,23850,18563,3,4,amazon-echo-show-10-(3rd-gen)-4,1373
Amazon Echo Show 10 (3rd Gen),344,14850,23400,17063,2,2,amazon-echo-show-10-(3rd-gen)-5,1374
Amazon Echo Show 10 (3rd Gen),77,12900,25650,18375,2,1,amazon-echo-show-10-(3rd-gen)-6,1375
Amazon Echo Show 10 (3rd Gen),955,14100,24300,18000,1,0,amazon-echo-show-10-(3rd-gen)-7,1376
Amazon Echo Show 10 (3rd Gen),930,13050,24975,18000,3,3,amazon-echo-show-10-(3rd-gen)-8,1377
Amazon Echo Show 10 (3rd Gen),75,13050,24075,16313,2,1,amazon-echo-show-10-(3rd-gen)-9,1378
Amazon Echo Show 10 (3rd Gen),813,14400,23175,17063,3,1,amazon-echo-show-10-(3rd-gen)-10,1379
Amazon Echo Show 10 (3rd Gen),398,14700,25650,18000,1,3,amazon-echo-show-10-(3rd-gen)-11,1380
Amazon Echo Show 10 (3rd Gen),344,13200,23850,17625,5,3,amazon-echo-show-10-(3rd-gen)-12,1381
Amazon Echo Show 10 (3rd Gen),660,13500,22725,18188,4,0,amazon-echo-show-10-(3rd-gen)-13,1382
Amazon Echo Show 10 (3rd Gen),892,13350,24300,17813,1,3,amazon-echo-show-10-(3rd-gen)-14,1383
Amazon Echo Show 10 (3rd Gen),371,13950,25425,16500,3,3,amazon-echo-show-10-(3rd-gen)-15,1384
Amazon Echo Show 10 (3rd Gen),652,14400,24525,16875,2,3,amazon-echo-show-10-(3rd-gen)-16,1385
Amazon Echo Show 10 (3rd Gen),267,12750,24075,16688,1,3,amazon-echo-show-10-(3rd-gen)-17,1386
Amazon Echo Show 10 (3rd Gen),274,14700,22725,16688,4,4,amazon-echo-show-10-(3rd-gen)-18,1387
Amazon Echo Show 10 (3rd Gen),209,13950,22725,17813,1,2,amazon-echo-show-10-(3rd-gen)-19,1388
Amazon Echo Show 10 (3rd Gen),967,13650,22950,17063,5,1,amazon-echo-show-10-(3rd-gen)-20,1389
Amazon Echo Show 10 (3rd Gen),259,13350,23175,16313,5,4,amazon-echo-show-10-(3rd-gen)-21,1390
Amazon Echo Show 10 (3rd Gen),936,13800,23175,16688,1,2,amazon-echo-show-10-(3rd-gen)-22,1391
Amazon Echo Show 10 (3rd Gen),588,14850,23625,17250,4,4,amazon-echo-show-10-(3rd-gen)-23,1392
Arlo Pro 3 Security Camera,562,16920,30510,21150,5,1,arlo-pro-3-security-camera-0,1393
Arlo Pro 3 Security Camera,367,16380,29160,19575,3,0,arlo-pro-3-security-camera-1,1394
Arlo Pro 3 Security Camera,982,17640,28620,21150,3,1,arlo-pro-3-security-camera-2,1395
Arlo Pro 3 Security Camera,712,17460,28080,20025,3,5,arlo-pro-3-security-camera-3,1396
Arlo Pro 3 Security Camera,985,17460,27270,20025,4,5,arlo-pro-3-security-camera-4,1397
Arlo Pro 3 Security Camera,319,17460,30780,19575,4,2,arlo-pro-3-security-camera-5,1398
Arlo Pro 3 Security Camera,333,16380,27810,22050,2,3,arlo-pro-3-security-camera-6,1399
Arlo Pro 3 Security Camera,999,16560,27810,21375,1,1,arlo-pro-3-security-camera-7,1400
Arlo Pro 3 Security Camera,716,17820,29160,20925,2,2,arlo-pro-3-security-camera-8,1401
Arlo Pro 3 Security Camera,395,17280,28080,19575,1,2,arlo-pro-3-security-camera-9,1402
Arlo Pro 3 Security Camera,497,15480,28080,21825,2,4,arlo-pro-3-security-camera-10,1403
Arlo Pro 3 Security Camera,502,16740,28620,19125,4,0,arlo-pro-3-security-camera-11,1404
Arlo Pro 3 Security Camera,223,17820,29160,19350,3,1,arlo-pro-3-security-camera-12,1405
Arlo Pro 3 Security Camera,52,16020,29430,20475,2,5,arlo-pro-3-security-camera-13,1406
Arlo Pro 3 Security Camera,663,17460,27540,20925,3,1,arlo-pro-3-security-camera-14,1407
Arlo Pro 3 Security Camera,623,16200,27810,20475,2,1,arlo-pro-3-security-camera-15,1408
Arlo Pro 3 Security Camera,630,15300,30510,19125,1,4,arlo-pro-3-security-camera-16,1409
Arlo Pro 3 Security Camera,676,16560,31050,19350,3,4,arlo-pro-3-security-camera-17,1410
Arlo Pro 3 Security Camera,654,16740,28620,19800,4,1,arlo-pro-3-security-camera-18,1411
Arlo Pro 3 Security Camera,374,16200,27810,21600,5,0,arlo-pro-3-security-camera-19,1412
Arlo Pro 3 Security Camera,249,17280,30780,19350,1,3,arlo-pro-3-security-camera-20,1413
Arlo Pro 3 Security Camera,423,16020,27540,19800,4,1,arlo-pro-3-security-camera-21,1414
Arlo Pro 3 Security Camera,518,16020,29970,21825,3,5,arlo-pro-3-security-camera-22,1415
Arlo Pro 3 Security Camera,629,16560,28350,20250,5,1,arlo-pro-3-security-camera-23,1416
Wemo Smart Light Switch,365,2580,5130,3488,5,4,wemo-smart-light-switch-0,1417
Wemo Smart Light Switch,226,2820,4680,3300,3,0,wemo-smart-light-switch-1,1418
Wemo Smart Light Switch,385,2940,4950,3675,3,3,wemo-smart-light-switch-2,1419
Wemo Smart Light Switch,560,2880,4680,3188,4,4,wemo-smart-light-switch-3,1420
Wemo Smart Light Switch,552,2820,4725,3375,3,2,wemo-smart-light-switch-4,1421
Wemo Smart Light Switch,520,2850,5040,3300,5,3,wemo-smart-light-switch-5,1422
Wemo Smart Light Switch,299,2820,4680,3488,5,1,wemo-smart-light-switch-6,1423
Wemo Smart Light Switch,779,2580,4905,3263,1,1,wemo-smart-light-switch-7,1424
Wemo Smart Light Switch,206,2790,4680,3188,5,0,wemo-smart-light-switch-8,1425
Wemo Smart Light Switch,149,2580,4905,3338,5,4,wemo-smart-light-switch-9,1426
Wemo Smart Light Switch,411,2670,4635,3338,4,0,wemo-smart-light-switch-10,1427
Wemo Smart Light Switch,786,2760,4545,3600,3,0,wemo-smart-light-switch-11,1428
Wemo Smart Light Switch,258,2640,5085,3450,5,0,wemo-smart-light-switch-12,1429
Wemo Smart Light Switch,260,2880,4680,3600,2,3,wemo-smart-light-switch-13,1430
Wemo Smart Light Switch,831,2610,4770,3675,4,4,wemo-smart-light-switch-14,1431
Wemo Smart Light Switch,291,2850,5130,3375,4,4,wemo-smart-light-switch-15,1432
Wemo Smart Light Switch,951,2580,4815,3225,5,0,wemo-smart-light-switch-16,1433
Wemo Smart Light Switch,615,2610,4770,3675,1,3,wemo-smart-light-switch-17,1434
Wemo Smart Light Switch,610,2910,4995,3638,4,2,wemo-smart-light-switch-18,1435
Wemo Smart Light Switch,616,2670,5130,3600,1,4,wemo-smart-light-switch-19,1436
Wemo Smart Light Switch,343,2970,4680,3525,3,4,wemo-smart-light-switch-20,1437
Wemo Smart Light Switch,792,2700,5040,3338,3,2,wemo-smart-light-switch-21,1438
Wemo Smart Light Switch,436,2940,4815,3375,4,2,wemo-smart-light-switch-22,1439
Google Nest Protect Smoke Detector,389,7760,12240,8500,5,1,google-nest-protect-smoke-detector-0,1440
Google Nest Protect Smoke Detector,704,6880,13680,8800,1,0,google-nest-protect-smoke-detector-1,1441
Google Nest Protect Smoke Detector,672,7440,13080,9100,1,1,google-nest-protect-smoke-detector-2,1442
Google Nest Protect Smoke Detector,190,7520,12360,8700,3,0,google-nest-protect-smoke-detector-3,1443
Google Nest Protect Smoke Detector,663,7280,12600,8900,1,0,google-nest-protect-smoke-detector-4,1444
Google Nest Protect Smoke Detector,835,7360,12600,9200,2,2,google-nest-protect-smoke-detector-5,1445
Google Nest Protect Smoke Detector,114,6960,12720,8700,4,1,google-nest-protect-smoke-detector-6,1446
Google Nest Protect Smoke Detector,777,7440,13440,9000,5,3,google-nest-protect-smoke-detector-7,1447
Google Nest Protect Smoke Detector,91,6800,13800,8900,2,4,google-nest-protect-smoke-detector-8,1448
Google Nest Protect Smoke Detector,642,7120,13800,9400,4,0,google-nest-protect-smoke-detector-9,1449
Google Nest Protect Smoke Detector,481,7840,13560,8900,3,3,google-nest-protect-smoke-detector-10,1450
Google Nest Protect Smoke Detector,188,6960,12840,8900,5,3,google-nest-protect-smoke-detector-11,1451
Google Nest Protect Smoke Detector,902,7520,12720,9700,2,1,google-nest-protect-smoke-detector-12,1452
Google Nest Protect Smoke Detector,349,6800,12960,8800,2,5,google-nest-protect-smoke-detector-13,1453
Google Nest Protect Smoke Detector,616,6960,13560,9000,5,0,google-nest-protect-smoke-detector-14,1454
Google Nest Protect Smoke Detector,855,7760,12840,9100,3,1,google-nest-protect-smoke-detector-15,1455
Google Nest Protect Smoke Detector,649,7280,13680,8800,2,1,google-nest-protect-smoke-detector-16,1456
Google Nest Protect Smoke Detector,796,7360,12360,8800,5,2,google-nest-protect-smoke-detector-17,1457
Google Nest Protect Smoke Detector,619,6880,12120,9200,3,1,google-nest-protect-smoke-detector-18,1458
Google Nest Protect Smoke Detector,927,7440,12360,9800,5,1,google-nest-protect-smoke-detector-19,1459
Google Nest Protect Smoke Detector,819,7440,13800,9800,3,0,google-nest-protect-smoke-detector-20,1460
Google Nest Protect Smoke Detector,698,7120,12360,8900,1,5,google-nest-protect-smoke-detector-21,1461
Google Nest Protect Smoke Detector,319,7520,12840,8800,5,4,google-nest-protect-smoke-detector-22,1462
Sonos One Smart Speaker,370,10440,20520,14100,1,0,sonos-one-smart-speaker-0,1463
Sonos One Smart Speaker,151,11520,18540,12900,4,1,sonos-one-smart-speaker-1,1464
Sonos One Smart Speaker,918,11280,18720,13200,2,2,sonos-one-smart-speaker-2,1465
Sonos One Smart Speaker,326,11640,19080,13050,2,0,sonos-one-smart-speaker-3,1466
Sonos One Smart Speaker,79,11400,18540,14100,3,5,sonos-one-smart-speaker-4,1467
Sonos One Smart Speaker,778,11520,18180,13500,4,4,sonos-one-smart-speaker-5,1468
Sonos One Smart Speaker,878,10800,19980,14700,5,3,sonos-one-smart-speaker-6,1469
Sonos One Smart Speaker,271,11040,18360,13350,3,4,sonos-one-smart-speaker-7,1470
Sonos One Smart Speaker,729,11280,19260,13950,3,2,sonos-one-smart-speaker-8,1471
Sonos One Smart Speaker,34,10800,19800,14700,2,1,sonos-one-smart-speaker-9,1472
Sonos One Smart Speaker,768,10200,20340,13650,3,2,sonos-one-smart-speaker-10,1473
Sonos One Smart Speaker,746,11760,19440,12750,4,2,sonos-one-smart-speaker-11,1474
Sonos One Smart Speaker,728,10920,18180,14850,5,1,sonos-one-smart-speaker-12,1475
Sonos One Smart Speaker,160,11160,18900,14250,2,2,sonos-one-smart-speaker-13,1476
Sonos One Smart Speaker,855,11760,20700,13650,2,2,sonos-one-smart-speaker-14,1477
Sonos One Smart Speaker,166,11160,20340,13050,1,1,sonos-one-smart-speaker-15,1478
Sonos One Smart Speaker,280,10920,20340,13050,5,0,sonos-one-smart-speaker-16,1479
Sonos One Smart Speaker,34,10920,18900,14100,2,5,sonos-one-smart-speaker-17,1480
Sonos One Smart Speaker,844,11520,19260,13800,5,5,sonos-one-smart-speaker-18,1481
Sonos One Smart Speaker,745,10440,20340,13500,4,3,sonos-one-smart-speaker-19,1482
Sonos One Smart Speaker,219,10680,20520,13800,2,4,sonos-one-smart-speaker-20,1483
Eufy RoboVac 11S Robot Vacuum,601,24750,40500,27500,3,3,eufy-robovac-11s-robot-vacuum-0,1484
Eufy RoboVac 11S Robot Vacuum,508,23750,42000,30000,1,5,eufy-robovac-11s-robot-vacuum-1,1485
Eufy RoboVac 11S Robot Vacuum,417,21250,39000,30625,4,2,eufy-robovac-11s-robot-vacuum-2,1486
Eufy RoboVac 11S Robot Vacuum,212,21250,42000,26563,3,3,eufy-robovac-11s-robot-vacuum-3,1487
Eufy RoboVac 11S Robot Vacuum,839,21250,39000,27188,1,2,eufy-robovac-11s-robot-vacuum-4,1488
Eufy RoboVac 11S Robot Vacuum,670,23750,39750,30313,4,5,eufy-robovac-11s-robot-vacuum-5,1489
Eufy RoboVac 11S Robot Vacuum,420,22250,41625,30625,4,1,eufy-robovac-11s-robot-vacuum-6,1490
Eufy RoboVac 11S Robot Vacuum,174,24750,39375,29375,1,2,eufy-robovac-11s-robot-vacuum-7,1491
Eufy RoboVac 11S Robot Vacuum,911,21750,42375,30313,4,2,eufy-robovac-11s-robot-vacuum-8,1492
Eufy RoboVac 11S Robot Vacuum,285,24750,39000,28750,3,1,eufy-robovac-11s-robot-vacuum-9,1493
Eufy RoboVac 11S Robot Vacuum,739,21500,42375,26563,3,3,eufy-robovac-11s-robot-vacuum-10,1494
Eufy RoboVac 11S Robot Vacuum,22,23500,42000,29063,5,3,eufy-robovac-11s-robot-vacuum-11,1495
Eufy RoboVac 11S Robot Vacuum,730,21250,37875,28750,1,2,eufy-robovac-11s-robot-vacuum-12,1496
Eufy RoboVac 11S Robot Vacuum,224,24750,38625,27500,1,4,eufy-robovac-11s-robot-vacuum-13,1497
Eufy RoboVac 11S Robot Vacuum,225,24000,40500,28750,3,5,eufy-robovac-11s-robot-vacuum-14,1498
Eufy RoboVac 11S Robot Vacuum,520,22750,38250,30938,3,4,eufy-robovac-11s-robot-vacuum-15,1499
Eufy RoboVac 11S Robot Vacuum,246,21250,40500,29375,5,5,eufy-robovac-11s-robot-vacuum-16,1500
Eufy RoboVac 11S Robot Vacuum,629,24750,40125,27188,1,3,eufy-robovac-11s-robot-vacuum-17,1501
Eufy RoboVac 11S Robot Vacuum,185,23500,37875,27813,2,0,eufy-robovac-11s-robot-vacuum-18,1502
Eufy RoboVac 11S Robot Vacuum,667,22750,39750,29688,4,4,eufy-robovac-11s-robot-vacuum-19,1503
Eufy RoboVac 11S Robot Vacuum,455,24500,40875,29688,1,1,eufy-robovac-11s-robot-vacuum-20,1504
Eufy RoboVac 11S Robot Vacuum,643,21250,40125,30625,2,5,eufy-robovac-11s-robot-vacuum-21,1505
Eufy RoboVac 11S Robot Vacuum,71,21500,39750,26875,5,3,eufy-robovac-11s-robot-vacuum-22,1506
Eufy RoboVac 11S Robot Vacuum,565,22750,40875,28750,5,4,eufy-robovac-11s-robot-vacuum-23,1507
Eufy RoboVac 11S Robot Vacuum,261,22250,38250,30000,4,1,eufy-robovac-11s-robot-vacuum-24,1508
Eufy RoboVac 11S Robot Vacuum,325,22250,42750,29375,1,4,eufy-robovac-11s-robot-vacuum-25,1509
Eufy RoboVac 11S Robot Vacuum,310,24500,42000,27500,1,1,eufy-robovac-11s-robot-vacuum-26,1510
Eufy RoboVac 11S Robot Vacuum,477,22000,41625,28125,4,2,eufy-robovac-11s-robot-vacuum-27,1511
Eufy RoboVac 11S Robot Vacuum,635,23000,43125,29063,2,2,eufy-robovac-11s-robot-vacuum-28,1512
Apple MacBook Pro (13-inch),833,78300,137700,106875,1,5,apple-macbook-pro-(13-inch)-0,1513
Apple MacBook Pro (13-inch),492,87300,141750,108000,2,3,apple-macbook-pro-(13-inch)-1,1514
Apple MacBook Pro (13-inch),570,83700,139050,100125,1,3,apple-macbook-pro-(13-inch)-2,1515
Apple MacBook Pro (13-inch),490,83700,144450,100125,1,3,apple-macbook-pro-(13-inch)-3,1516
Apple MacBook Pro (13-inch),318,80100,151200,104625,4,0,apple-macbook-pro-(13-inch)-4,1517
Apple MacBook Pro (13-inch),766,84600,144450,100125,1,4,apple-macbook-pro-(13-inch)-5,1518
Apple MacBook Pro (13-inch),866,86400,144450,99000,2,5,apple-macbook-pro-(13-inch)-6,1519
Apple MacBook Pro (13-inch),940,81900,148500,108000,4,1,apple-macbook-pro-(13-inch)-7,1520
Apple MacBook Pro (13-inch),229,84600,151200,96750,4,2,apple-macbook-pro-(13-inch)-8,1521
Apple MacBook Pro (13-inch),784,84600,153900,95625,1,3,apple-macbook-pro-(13-inch)-9,1522
Apple MacBook Pro (13-inch),70,88200,139050,102375,3,3,apple-macbook-pro-(13-inch)-10,1523
Apple MacBook Pro (13-inch),639,78300,147150,106875,3,4,apple-macbook-pro-(13-inch)-11,1524
Apple MacBook Pro (13-inch),937,80100,149850,108000,1,3,apple-macbook-pro-(13-inch)-12,1525
Apple MacBook Pro (13-inch),293,86400,148500,111375,3,4,apple-macbook-pro-(13-inch)-13,1526
Apple MacBook Pro (13-inch),356,87300,143100,101250,2,0,apple-macbook-pro-(13-inch)-14,1527
Apple MacBook Pro (13-inch),74,76500,152550,101250,3,5,apple-macbook-pro-(13-inch)-15,1528
Apple MacBook Pro (13-inch),841,78300,137700,105750,1,3,apple-macbook-pro-(13-inch)-16,1529
Apple MacBook Pro (13-inch),398,84600,145800,109125,5,1,apple-macbook-pro-(13-inch)-17,1530
Apple MacBook Pro (13-inch),261,86400,155250,104625,2,3,apple-macbook-pro-(13-inch)-18,1531
Apple MacBook Pro (13-inch),323,86400,148500,111375,3,2,apple-macbook-pro-(13-inch)-19,1532
Apple MacBook Pro (13-inch),944,89100,143100,111375,3,0,apple-macbook-pro-(13-inch)-20,1533
Apple MacBook Pro (13-inch),994,89100,137700,108000,5,0,apple-macbook-pro-(13-inch)-21,1534
Apple MacBook Pro (13-inch),766,79200,144450,109125,1,1,apple-macbook-pro-(13-inch)-22,1535
Dell XPS 13,830,60200,111300,82250,4,1,dell-xps-13-0,1536
Dell XPS 13,563,59500,113400,80500,5,4,dell-xps-13-1,1537
Dell XPS 13,744,63700,111300,83125,1,5,dell-xps-13-2,1538
Dell XPS 13,238,68600,106050,84875,4,5,dell-xps-13-3,1539
Dell XPS 13,47,63000,110250,79625,3,4,dell-xps-13-4,1540
Dell XPS 13,696,69300,108150,84875,4,3,dell-xps-13-5,1541
Dell XPS 13,838,59500,107100,76125,1,2,dell-xps-13-6,1542
Dell XPS 13,32,64400,116550,74375,5,2,dell-xps-13-7,1543
Dell XPS 13,766,60200,115500,80500,4,4,dell-xps-13-8,1544
Dell XPS 13,953,62300,117600,79625,5,3,dell-xps-13-9,1545
Dell XPS 13,460,68600,116550,86625,5,5,dell-xps-13-10,1546
Dell XPS 13,768,65800,106050,76125,2,1,dell-xps-13-11,1547
